var statistics = [
	{
		"id": "1",
		"views": 49093,
		"downloads": 11601,
		"favourites": 32,
		"rating": 3
	},
	{
		"id": "2",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
	{
		"id": "3",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
	{
		"id": "4",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
	{
		"id": "5",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
	{
		"id": "6",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "7",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "8",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "9",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "10",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "11",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "12",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "13",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "14",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "15",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "16",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "17",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "18",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "19",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "20",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "21",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "22",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "23",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
			{
		"id": "24",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
				{
		"id": "25",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
				{
		"id": "26",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
				{
		"id": "27",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
				{
		"id": "28",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
					{
		"id": "29",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
					{
		"id": "30",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
	{
		"id": "31",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "32",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "33",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "34",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	},
		{
		"id": "35",
		"views": 67312,
		"downloads": 9309,
		"favourites" : 7,
		"rating": 3
	}


]


export default statistics;
